Date Time	Elapsed	"A1, Image 1"	"A1, Image 2"	"A1, Image 3"	"A1, Image 4"	"A1, Image 5"	"A1, Image 6"	"A1, Image 7"	"A1, Image 8"	"A1, Image 9"	"A1, Image 10"	"A1, Image 11"	"A1, Image 12"	"A1, Image 13"	"A1, Image 14"	"A1, Image 15"	"A1, Image 16"	"B1, Image 1"	"B1, Image 2"	"B1, Image 3"	"B1, Image 4"	"B1, Image 5"	"B1, Image 6"	"B1, Image 7"	"B1, Image 8"	"B1, Image 9"	"B1, Image 10"	"B1, Image 11"	"B1, Image 12"	"B1, Image 13"	"B1, Image 14"	"B1, Image 15"	"B1, Image 16"	"A2, Image 1"	"A2, Image 2"	"A2, Image 3"	"A2, Image 4"	"A2, Image 5"	"A2, Image 6"	"A2, Image 7"	"A2, Image 8"	"A2, Image 9"	"A2, Image 10"	"A2, Image 11"	"A2, Image 12"	"A2, Image 13"	"A2, Image 14"	"A2, Image 15"	"A2, Image 16"	"B2, Image 1"	"B2, Image 2"	"B2, Image 3"	"B2, Image 4"	"B2, Image 5"	"B2, Image 6"	"B2, Image 7"	"B2, Image 8"	"B2, Image 9"	"B2, Image 10"	"B2, Image 11"	"B2, Image 12"	"B2, Image 13"	"B2, Image 14"	"B2, Image 15"	"B2, Image 16"	"A3, Image 1"	"A3, Image 2"	"A3, Image 3"	"A3, Image 4"	"A3, Image 5"	"A3, Image 6"	"A3, Image 7"	"A3, Image 8"	"A3, Image 9"	"A3, Image 10"	"A3, Image 11"	"A3, Image 12"	"A3, Image 13"	"A3, Image 14"	"A3, Image 15"	"A3, Image 16"	"B3, Image 1"	"B3, Image 2"	"B3, Image 3"	"B3, Image 4"	"B3, Image 5"	"B3, Image 6"	"B3, Image 7"	"B3, Image 8"	"B3, Image 9"	"B3, Image 10"	"B3, Image 11"	"B3, Image 12"	"B3, Image 13"	"B3, Image 14"	"B3, Image 15"	"B3, Image 16"
8/18/16 18:00	48	51.26424	35.11322	30.21615	37.68919	67.44499	54.80871	51.58426	59.67396	64.60149	68.05083	88.72327	70.28494	44.44927	47.11511	55.18539	42.96108	7.826107	6.710875	7.607896	7.922401	15.87374	9.140974	22.85525	15.15052	11.59331	15.59157	16.89517	15.1385	4.591552	5.842797	7.314186	9.334796	40.04863	26.41081	23.6238	35.6869	55.25075	37.76263	40.16901	51.58709	48.42043	39.22326	56.97806	46.13601	24.19264	30.44761	32.54083	22.17852	4.826965	5.163571	2.937804	3.052746	9.175645	9.595558	9.773224	7.332697	9.435236	8.967107	5.810468	6.239223	3.344869	3.469206	3.127556	3.594302	18.3879	15.33164	11.40853	18.79593	39.86157	20.98413	33.0039	38.49194	34.3062	33.48399	34.33106	38.49815	18.65254	15.19156	15.44755	19.32139	2.60313	2.412066	2.996795	1.6829	4.214121	5.681021	3.449105	3.140128	2.220863	4.379628	1.805924	2.013842	1.006023	1.685939	1.275074	0.9995993
8/18/16 20:00	50	47.79673	35.64952	30.54668	37.22051	66.91306	57.48045	48.47127	59.36475	60.29564	70.12273	87.08174	69.23351	48.917	46.48892	56.01092	44.46769	8.269573	7.351763	7.098529	8.885733	16.03123	11.99913	39.76224	16.79424	11.96114	16.63883	15.87077	14.94391	4.341152	6.223475	7.677663	9.110023	40.59204	27.37552	24.03064	37.56547	53.44819	38.60107	40.04055	52.02151	48.0575	38.61895	60.91767	47.9262	23.84581	31.24074	31.00644	23.09033	5.80135	5.044069	3.941478	3.486614	10.59495	11.80122	12.02372	7.380013	9.325336	9.94916	6.561051	6.046986	3.006465	2.860991	3.04273	2.884823	18.79656	16.7517	12.37822	19.05069	38.11891	20.7606	31.76592	35.41818	35.70768	39.801	33.49192	40.17496	19.8722	16.81808	15.9824	19.42867	2.54483	3.358201	2.990578	2.295397	4.484416	7.48059	3.932982	3.282286	1.804473	4.013525	2.71904	2.526456	0.937569	2.129752	1.285505	1.169941
8/18/16 22:00	52	45.92361	31.46524	29.21743	35.0002	61.63412	55.21709	45.14906	50.72696	56.28701	62.15412	83.35204	65.78053	43.80658	44.23553	51.52182	40.4474	7.656112	6.372608	6.874379	7.386231	13.74095	11.81794	44.51108	14.62029	10.37453	13.63989	13.66241	12.67752	3.774797	6.035933	6.8234	7.714273	39.29327	23.63603	22.87839	32.31086	49.96483	35.35525	34.6138	47.77079	43.71229	39.23987	53.60266	42.15441	24.3332	26.81489	29.73281	21.45349	4.493879	4.938936	2.689682	3.018415	10.77503	9.163972	12.01771	6.248066	8.099305	9.022714	5.970656	5.525945	2.834604	2.825141	2.774232	3.165409	17.17776	14.01096	11.39492	16.19688	33.29174	17.23868	27.69714	33.69377	31.71067	35.45521	30.48458	36.46746	17.90471	14.35283	13.91675	16.97032	2.204078	2.642434	2.492954	1.661555	3.956054	6.418409	3.376023	3.573303	1.417716	3.475561	1.890473	2.302857	0.8760223	2.124641	1.184723	1.079244
8/19/16 0:00	54	47.42712	33.15574	30.60767	38.23973	61.99124	57.20501	46.96603	53.16797	57.8189	67.64041	84.14628	66.76627	48.74116	46.57911	53.57994	45.12964	7.875015	6.789138	7.660188	8.80381	14.93638	14.23981	53.14206	16.80765	10.52422	17.15013	15.0469	13.30211	4.115964	5.285421	8.011371	9.157341	41.70603	26.05914	21.91637	35.91643	50.65187	37.34589	37.24082	49.5593	45.07156	40.1304	55.02458	48.69225	24.8432	29.97527	35.11425	25.6453	5.374876	5.281693	3.232067	4.063881	9.748216	10.43366	15.38212	8.165686	8.881177	10.57361	6.141827	5.876714	3.430523	3.508579	3.031816	3.195112	19.0694	14.86343	12.76815	18.52814	34.69544	19.93886	29.32622	33.49103	35.39717	44.74228	35.51966	39.6345	19.11858	15.5086	15.47172	18.83144	2.534331	2.615564	2.92758	2.742733	4.471844	8.081689	4.605093	4.35248	1.442308	4.146979	2.579714	2.30341	1.120966	1.570927	1.079728	1.691948
8/19/16 2:00	56	43.06891	32.11289	30.3786	33.93747	57.41081	52.8612	43.63797	51.61858	55.72983	58.34942	82.62447	61.395	43.68713	42.52583	50.85818	42.62675	6.660864	5.775447	6.951396	6.766552	12.21644	12.08533	37.73665	13.27621	10.13014	14.74214	13.14116	11.84398	3.260596	4.920907	7.088859	8.069049	36.24502	24.08468	21.87175	30.27313	45.66327	34.66505	32.63553	40.01119	41.11047	42.44991	50.35332	44.16929	20.91179	28.52434	29.94307	22.04693	5.16592	4.286306	2.764906	2.883026	8.489652	8.999709	11.39713	6.301115	7.136453	8.718431	6.552415	5.239003	2.515542	2.956868	2.505111	3.215698	17.02393	12.93697	10.3583	15.23948	30.58598	16.00084	25.79416	29.71859	30.11633	37.8346	32.13091	34.05429	16.65554	13.66566	13.08812	15.97874	2.140114	2.456827	2.650655	1.81967	3.771206	6.736571	3.718087	2.913005	1.178299	2.912453	1.874585	2.620123	0.9713472	1.350022	0.7875359	1.137475
8/19/16 4:00	58	45.20106	34.44794	31.94213	37.20166	59.55135	55.58624	46.93509	49.37073	57.54766	64.04266	83.14261	63.86717	45.41922	42.87238	50.65568	43.87917	7.689062	5.872567	6.736227	7.440801	13.18938	11.97592	36.89101	14.33839	9.287001	15.26677	14.64757	12.17748	3.34556	5.368937	7.170852	8.40082	36.95892	24.54611	23.81887	31.61051	45.94779	37.15248	35.33392	40.69344	44.33811	40.42978	53.78738	43.74889	22.74101	28.34037	33.83378	23.72472	5.361958	4.845891	2.865688	3.378302	10.49597	9.822197	11.99955	6.34339	7.350933	9.725768	6.838873	4.993921	2.556227	2.663848	3.008261	3.335336	18.41615	14.05773	10.91851	16.9306	30.2602	15.97038	27.04582	30.25281	30.8502	42.93034	32.46471	35.65712	18.90867	13.8981	13.91212	18.89188	2.363436	2.491434	2.487152	1.722549	4.311866	7.715655	4.320084	3.567432	0.9821921	3.988864	2.609762	2.430026	1.050439	1.427663	0.8360963	1.720338
8/19/16 6:00	60	45.60648	36.89718	35.94558	39.2535	63.93509	56.63258	48.80049	53.47321	60.42543	67.54235	82.95099	69.18231	48.72505	46.53177	56.46138	48.24117	8.040174	6.524508	6.846471	8.348252	13.54588	14.05981	43.23373	15.62389	9.091303	17.58012	16.98359	13.11519	4.082877	6.359692	7.744945	9.302678	40.30511	28.11554	27.04249	37.79696	52.99259	38.07774	37.97557	44.40932	47.5031	44.36884	57.40416	46.09396	24.60178	31.95215	37.47651	25.66492	4.936035	5.855921	3.50623	3.758772	11.05472	11.47857	16.48686	7.158141	8.042177	11.75557	7.421529	5.989789	2.588901	3.347562	3.072364	2.808493	21.10791	15.75127	12.5994	17.75323	31.98075	18.0953	29.71637	30.91387	33.9986	46.6277	34.05669	40.76757	20.84128	16.3581	14.8309	19.54209	2.678492	2.81699	2.909344	1.898348	4.977758	8.235937	5.108587	4.098557	1.352992	3.992042	2.106612	2.953967	1.193703	1.337657	0.8108144	1.284193
8/19/16 8:00	62	41.02149	32.31978	29.18926	35.34793	60.56249	52.5579	45.16592	47.41249	55.97549	56.43317	79.00442	63.81541	44.7393	41.35286	50.98812	43.62849	7.212712	5.017475	5.883482	6.188937	11.19432	11.03876	34.45672	13.19394	8.34487	14.01401	13.67823	11.30125	3.163751	5.657396	6.679513	8.040796	32.43272	22.13432	22.25249	32.45896	46.17456	34.33653	33.15546	36.61141	43.69315	37.17707	49.88056	38.77577	20.92997	26.75044	30.35913	22.95521	4.903364	4.616835	2.717659	3.677884	9.49229	9.377417	12.07601	6.662245	6.877625	9.210735	6.275697	5.428339	2.218377	2.060538	3.070015	2.878536	17.79619	13.3497	10.08559	16.46462	26.15419	15.50453	24.95634	28.14122	30.72074	34.08398	30.18573	33.46926	17.46532	13.51749	11.85918	17.5	2.188605	2.394728	2.32952	1.741683	3.89499	5.419222	3.853614	3.035063	0.9343224	3.621864	1.786237	1.846057	0.7701287	1.670811	0.7420838	1.049818
8/19/16 10:00	64	43.36683	32.85905	31.76738	36.53727	60.16426	50.60276	47.14916	48.56128	56.189	63.39266	82.89372	65.70935	44.52131	43.05199	51.84495	45.85759	8.320415	5.449547	6.248136	7.279577	11.76572	14.25888	37.66903	14.73613	9.067613	16.19812	14.80762	11.91962	3.213693	5.651663	7.166705	8.639617	39.28141	25.41915	23.88559	35.13284	48.96717	35.51315	34.60489	40.0746	41.04804	41.49626	49.57954	44.59791	23.09868	26.8321	32.09204	24.24272	4.836911	5.826426	3.086455	4.28451	10.38192	10.76432	16.33724	7.062749	7.397698	11.15868	6.707145	5.852745	3.128177	2.115522	2.93884	3.119405	20.12517	13.56985	11.47532	17.36185	27.02579	16.48789	26.68463	27.40862	32.41427	38.88588	32.27102	36.90021	18.78758	13.76195	13.94086	17.62661	2.58372	2.64126	2.692307	1.843087	4.406221	7.706608	6.113989	3.529302	1.584811	3.80153	2.292495	2.503385	1.501713	1.538047	1.361972	1.067639
8/19/16 12:00	66	38.11673	29.93811	28.99495	32.54966	56.98613	53.30176	44.15395	45.41197	52.66031	55.99226	78.71077	60.02002	41.66513	39.77135	48.19996	42.56382	7.014325	5.081509	5.891771	6.474774	11.02633	13.19469	27.35963	13.10821	7.354249	13.79462	13.55175	11.16338	3.03824	5.5046	6.451217	7.342367	35.54572	22.55893	20.68592	31.81379	44.98882	31.73602	31.82036	37.00618	39.46136	40.27043	50.38414	41.00327	20.17104	24.33099	28.63955	22.79529	4.21875	4.613104	2.518719	3.807402	8.620275	9.863437	10.05236	5.913806	6.710323	9.469287	5.975489	5.067832	2.428921	2.02303	3.060897	2.48501	16.65541	13.23255	10.0641	14.63486	26.79508	13.44987	24.09939	24.47544	28.38395	31.94565	29.51143	31.13215	17.26272	12.65929	13.14876	15.00249	2.289387	2.3796	2.26673	1.596762	4.130195	5.721706	4.718999	3.609085	1.199091	3.474456	2.291597	2.102675	0.9869583	1.270792	1.096513	1.23204
8/19/16 14:00	68	39.95242	31.25109	31.42241	35.99615	57.81002	49.60131	44.75679	46.60588	51.6952	61.77145	80.79602	63.61704	42.76842	39.79284	50.60303	46.15163	7.124225	5.229195	6.136645	7.110273	10.93798	15.04372	32.49897	13.74544	7.760624	14.03694	14.14615	11.29932	3.80077	5.970794	6.90063	7.70536	37.33145	23.19898	21.92259	33.07479	42.92309	33.1011	33.62897	39.75809	41.99126	41.89144	47.41835	43.0709	21.68345	26.98814	30.68268	25.09435	4.423491	5.449822	2.710406	3.152562	9.032107	9.618559	16.5205	6.274244	6.874033	10.70057	6.220089	4.701246	2.544554	2.051282	2.615978	2.756548	18.49677	12.61142	11.00347	16.51056	27.50911	15.34884	26.66757	24.56157	30.13918	39.54203	31.26278	33.17563	18.55824	13.74413	12.93221	16.07821	2.216995	2.536541	2.471472	1.651953	4.532838	7.050591	5.650144	3.353849	1.106184	3.843598	2.151719	1.780642	1.103144	1.675923	0.8702889	1.591719
8/19/16 16:00	70	43.60175	34.79596	34.25108	37.84697	58.52687	57.56396	48.47101	50.18201	58.2699	68.30252	88.92751	67.07022	45.4414	45.15699	54.34539	52.1138	8.616821	5.27955	6.077102	7.756275	12.7627	18.32172	36.25636	16.3572	8.057238	16.46752	16.41309	12.37663	3.261079	6.436643	7.804624	8.520043	39.66041	27.44398	23.38977	35.61346	49.7494	35.85129	36.97786	42.84399	45.30538	55.16985	56.94932	46.77257	24.09987	29.16728	35.1338	28.19242	4.643775	5.678052	3.273098	3.428658	11.02474	12.03822	25.88051	6.008924	7.90651	12.84393	7.583166	5.307318	2.901263	2.013221	2.739003	3.302939	21.19515	15.8772	12.69121	18.46216	30.02389	16.33455	28.58401	26.7231	34.37548	51.03489	33.95627	35.97243	21.0246	15.44119	14.50818	18.32939	2.599469	3.534759	2.883026	1.941658	4.835804	8.230479	6.474774	3.963445	1.171322	4.157547	2.371725	2.444808	0.7563826	1.407631	1.057416	1.010997
8/19/16 18:00	72	40.42475	30.90724	31.54108	34.3507	55.7668	52.86057	44.64529	46.3239	53.6841	56.33595	84.54334	59.61881	40.01995	40.98999	49.0122	45.44803	7.477481	5.241419	5.738976	6.578041	10.75458	14.7333	27.50489	14.14981	7.521483	14.43371	13.39964	10.6375	2.859402	6.006231	6.985177	7.656042	34.52531	23.83233	21.01893	31.01128	43.07146	32.49537	32.94237	38.66041	39.46217	43.40111	51.787	42.15835	21.40176	25.28039	29.02154	24.09821	4.75022	5.24218	2.782866	3.139091	8.859484	9.07528	15.9585	5.035504	6.598142	10.56545	6.407079	4.406774	2.309764	2.088237	2.746739	2.645819	17.13307	13.06007	10.62687	15.37432	24.63141	12.36834	24.618	23.46838	28.4974	37.78315	29.79643	29.62733	18.98935	13.10014	11.81442	15.31851	2.37069	2.365302	2.378841	1.693813	4.163834	6.432221	5.892255	2.882957	1.482579	3.567293	1.772975	2.325445	0.6384007	1.182858	1.461511	1.417855
8/19/16 20:00	74	42.28152	33.61481	33.00687	38.62144	54.24353	52.71798	47.22812	47.04899	53.55562	62.48481	79.65764	62.21001	42.19543	41.82409	49.52013	46.24958	7.488878	5.098779	6.473186	6.973846	10.8419	18.88173	24.73191	15.11874	7.050108	15.58045	14.85598	11.50261	3.311643	6.319904	7.86472	7.927786	36.29427	25.38006	25.59053	34.22987	44.65454	34.28465	33.09066	36.54661	41.6215	43.04023	50.11848	44.26551	21.57106	27.53682	31.6929	27.11089	4.216816	5.752239	2.978489	3.440608	8.981817	11.47263	20.28252	5.405545	6.49363	11.03199	6.572031	5.00974	2.694863	2.192197	2.699906	3.269852	20.24488	14.11645	12.12264	15.89184	26.67185	15.00649	28.16327	25.33288	32.00093	42.01114	29.45224	32.34292	20.64993	13.88256	12.21796	16.64684	2.289525	2.763732	2.675384	2.011632	4.265031	7.315911	5.54494	3.753523	1.861737	3.889118	1.685386	1.492526	1.180993	1.218501	1.278114	1.220228
8/19/16 22:00	76	38.57151	29.58229	30.18464	34.45873	53.35379	50.68987	43.20195	44.87152	52.72533	55.36864	78.54719	59.08121	41.21789	39.70186	46.00029	44.21017	6.66867	4.538434	5.614223	6.191629	9.236848	14.23202	18.72631	13.16161	5.865728	14.3328	13.65323	10.03419	2.869349	5.439254	6.476638	6.906774	33.18185	23.73791	19.9379	30.39057	41.77794	31.23751	32.95756	35.43186	38.46595	43.32863	43.3544	40.07452	21.34622	24.00668	29.80265	22.20649	4.525586	4.792428	2.68616	2.660464	7.960181	8.568122	13.00142	4.897007	5.963058	9.7286	5.872085	4.393511	2.12243	2.022339	2.382916	2.381189	19.27041	13.13743	11.41025	14.47585	23.5869	12.61957	24.24299	22.39846	28.35185	35.68653	27.41379	29.47682	18.21756	12.4703	11.12317	15.47469	2.133344	2.322889	2.665368	2.303133	4.065261	6.324255	4.017531	3.487096	1.421585	3.352122	1.682968	1.496947	0.7000166	1.681863	0.6445485	1.601044
8/20/16 0:00	78	38.96862	33.23951	33.23117	36.27549	53.15282	50.35942	45.98114	45.50175	54.67968	61.35465	80.92321	60.97431	41.87072	41.48611	46.94932	46.46297	7.198139	4.840987	5.224703	6.56616	9.596871	14.80748	18.57966	14.51605	6.394163	14.65993	15.23334	10.74202	2.810635	4.969676	7.33753	7.274467	35.44706	24.39177	22.20615	33.22267	40.53299	32.10882	35.23672	37.64609	40.13213	42.16671	44.84133	42.28372	21.6349	25.47573	29.21944	24.36319	4.268899	4.980589	2.93207	2.776926	8.34397	9.827099	14.69469	5.289704	6.872167	11.15288	6.423451	4.883952	2.196756	1.924596	2.573565	2.987193	18.37437	12.20905	12.35376	14.56717	25.15708	12.60403	25.15556	23.05633	29.37956	36.23679	26.61237	30.19596	19.53809	13.04715	12.02386	17.1743	2.251672	2.282825	2.453512	1.892407	3.869018	6.381866	4.771013	3.57358	0.9613311	4.1036	2.082573	1.506479	0.6043462	1.431324	1.047193	1.13934
8/20/16 2:00	80	40.92954	34.61517	34.14014	40.25945	53.1817	53.99249	47.28019	47.71552	54.46113	58.46699	80.80694	61.35799	43.73858	42.43983	50.98302	52.55983	7.636493	5.378812	5.98074	6.700375	10.5935	15.95352	20.8944	15.87077	6.510071	15.63095	16.67772	11.54779	2.789843	5.915809	8.190066	8.323524	39.43324	27.69492	25.16239	35.85696	44.77626	33.92166	36.09168	39.40504	42.89636	42.72872	44.47131	44.3305	24.25778	27.94092	33.25677	26.59532	4.815289	5.571397	3.227094	3.251271	9.600672	10.4186	20.19355	5.750925	7.521482	11.90422	7.351002	4.570969	2.138041	1.731598	2.837367	2.769189	19.60178	14.6569	12.74453	16.41834	26.93558	13.82232	27.65052	24.14256	30.72648	39.77626	29.23133	33.47438	21.21062	15.00297	13.07913	16.85587	2.346858	2.496684	3.496974	2.224456	4.424803	8.144823	5.878579	3.685758	0.8901828	4.321534	1.669015	1.615826	1.368949	1.10722	1.474152	1.130222
8/20/16 4:00	82	40.22028	31.28123	32.88779	35.17552	49.15893	52.15323	45.93798	45.45583	52.2764	57.74212	78.15144	58.4835	41.2321	38.72575	45.99212	47.82203	6.573759	4.408087	5.412453	6.398721	9.192431	13.09254	16.65817	13.79856	5.696493	13.7815	14.89501	11.19716	2.72802	5.45452	8.05696	7.884615	35.11948	23.72161	22.51513	31.56927	42.24967	31.63593	34.43834	34.74075	39.64812	40.84002	42.72277	40.46778	21.97053	24.03791	29.93237	22.32143	3.946106	5.163503	2.498204	2.874253	9.13365	8.354469	13.15491	5.360645	6.287232	10.08759	6.215322	4.098213	2.137005	1.442169	2.623231	2.317432	18.70579	12.90671	10.60732	14.12032	23.26032	11.25573	24.09952	22.81153	28.98113	34.08564	26.35638	29.54451	17.98933	12.84048	11.66466	15.28017	2.164497	2.290215	2.569214	2.01923	3.409938	6.405904	4.294526	2.453788	0.7362814	3.274135	1.944836	1.737538	0.6798464	1.174638	0.8816174	1.145833
8/20/16 6:00	84	39.2039	31.99035	32.52659	35.52657	51.23549	51.28392	45.76979	46.84253	53.67347	56.4948	77.92252	58.18904	42.39411	39.47612	49.37673	48.99177	7.565552	5.086414	5.835613	6.441824	9.310209	13.07437	16.43947	14.66229	5.649591	15.48409	16.06059	11.92798	2.948097	5.686478	8.348048	8.290645	35.16689	25.56518	22.54441	32.22867	41.0724	30.6259	37.60782	36.4528	41.51989	44.11168	43.43266	41.32562	22.09846	24.85417	32.18639	25.86503	4.216885	5.378467	2.911209	2.762626	8.583734	9.431847	16.19992	5.518967	6.835005	11.57632	6.685938	3.942998	1.911956	2.18377	2.392172	2.633731	19.55929	13.77176	12.16844	15.02418	24.3444	12.68243	26.00002	23.80767	28.42113	39.02727	27.20097	30.7195	21.42303	13.65957	12.89304	15.23057	2.255125	2.404744	2.678768	1.667288	3.675467	7.174582	4.366227	3.025461	0.8119889	3.768236	1.353407	2.04548	0.6025502	0.9972508	0.9841262	1.22679
8/20/16 8:00	86	38.76706	30.16509	32.13729	32.47989	47.86596	52.94276	45.20405	45.0038	51.68074	56.504	74.78426	58.77369	40.65636	39.96705	48.26868	47.65424	6.727452	4.439587	5.090835	6.349609	8.722023	11.25262	16.32584	13.51307	5.581481	13.87924	15.0105	10.7885	2.573151	5.545769	7.452406	7.565069	33.42196	23.00854	21.62736	31.89315	41.21215	28.2443	34.37299	33.83483	38.49104	42.60221	42.37704	39.09248	21.74714	23.31911	29.52855	22.16705	3.826951	4.983768	2.564793	2.640846	8.147657	8.220876	14.1284	5.45611	6.224027	9.784622	6.410532	4.549899	1.774079	1.495634	2.103365	2.210364	17.18909	12.68084	10.80992	12.44177	20.51869	10.1769	24.88803	21.95147	26.35989	32.15102	25.87152	27.86513	18.93146	13.16147	11.185	15.45238	2.362815	2.575016	2.294015	2.129752	3.355231	6.359001	4.20003	2.130097	0.7892628	3.290229	1.599525	1.408944	0.5490163	0.9735576	0.957532	1.182651
8/20/16 10:00	88	38.22447	33.259	34.17716	37.12366	51.91498	50.86035	46.948	45.87215	52.51534	56.12215	78.07706	61.51752	42.75682	42.29588	50.28176	50.36097	7.756685	5.036334	5.811505	6.813868	10.13836	14.4572	18.31531	16.28261	6.144589	16.97902	17.56742	11.86691	3.340932	6.348433	8.033821	8.980919	39.36016	25.68987	24.05663	32.82161	45.3114	33.41069	36.67971	35.90012	39.62367	49.13165	45.76625	41.41883	23.87903	25.76094	29.16886	25.3375	4.633828	5.282244	2.922124	3.309432	9.410849	9.527453	21.12249	6.299872	6.947047	12.1292	7.560234	5.214342	1.896344	1.762821	3.029536	2.743976	20.63867	14.2729	12.65708	14.7116	23.80381	11.68525	28.35453	23.38231	28.38168	41.38608	26.94131	29.93307	20.66547	14.34716	11.77864	16.74997	2.497513	2.406056	2.437486	1.693882	4.028791	7.433688	4.678658	2.631521	1.290064	3.846569	1.393402	1.451149	0.6506271	0.9459271	1.147077	1.124489
8/20/16 12:00	90	38.60259	30.86462	31.38373	34.41894	49.61758	52.33803	45.6574	43.79041	51.73831	55.37469	76.33592	58.59622	42.46325	41.61638	47.91943	45.65166	7.191851	4.477232	5.821659	6.16462	8.810028	11.83473	14.96422	14.83497	6.014726	14.68736	14.57242	11.70549	2.390929	5.340544	7.069382	7.983048	33.82536	23.35399	21.3483	29.25252	40.17469	31.46766	35.25365	33.08488	38.60286	41.69396	43.97153	39.25889	20.76723	24.1621	29.74268	23.65916	4.561368	4.454714	2.474442	2.781071	9.013387	8.426447	14.01608	5.404854	5.988753	10.53458	5.908419	4.415341	1.813246	1.729042	2.295811	2.1292	17.8681	13.0506	10.7139	13.58076	22.12795	11.11785	26.14279	21.95907	27.98906	36.03116	25.87685	28.02753	19.28222	12.98906	10.58783	15.20039	2.018056	2.25554	2.279233	1.597936	3.609153	6.244197	4.175784	2.819546	0.7205321	3.362552	1.339937	1.258151	0.574989	0.9049652	1.054308	1.041183
8/20/16 14:00	92	38.82612	29.7002	34.13248	35.96734	52.13078	52.26914	47.39404	44.74271	51.69704	58.12499	78.23136	59.67382	42.0537	42.02858	48.40131	46.04208	7.34299	4.571797	5.985024	6.167387	8.862664	13.14179	16.56865	15.24259	5.823387	16.296	16.54778	12.14295	2.943399	5.436837	8.928076	8.231652	35.59542	25.81476	23.85093	33.52565	42.26506	33.01696	36.54814	35.91601	37.01404	50.39497	43.03104	40.55301	22.84855	23.70371	31.00782	24.83684	4.442625	5.026042	2.742456	3.385485	9.110161	9.141937	19.43924	5.778418	6.206758	11.50765	6.557595	4.517227	1.959342	1.780918	2.146054	2.906789	20.17159	13.97995	12.01453	13.89243	24.62996	11.58329	26.18839	23.43882	27.41524	39.02687	26.93565	29.2577	19.98735	13.45809	11.4222	15.4396	2.312113	2.489086	2.349069	1.548615	4.044057	7.139491	5.854746	3.23863	0.7713721	4.157756	1.365426	1.996574	1.292896	1.158198	1.03241	1.177885
8/20/16 16:00	94	44.39137	34.52966	35.62729	39.83622	53.63292	56.51456	51.37171	48.11165	57.64029	68.80677	83.27261	62.43574	45.97009	46.72903	52.55775	54.28719	8.44109	5.372389	6.934405	6.720338	9.980172	16.58957	22.78604	17.30949	6.024467	17.51975	18.87731	12.74432	2.522035	6.011341	9.483725	8.699574	38.99536	28.40752	27.15441	36.85435	45.19403	35.29378	41.58155	37.49164	42.59636	59.81322	48.87721	46.37433	25.88956	26.75646	33.61281	26.98455	4.945844	5.624309	3.216664	2.916321	9.740206	10.30621	31.99216	6.069642	7.29892	13.19801	7.803451	5.135942	2.009145	1.736433	2.43942	2.662812	22.55629	15.52601	12.91777	15.39055	27.7513	13.42272	29.29251	25.04731	30.35179	51.80129	28.77135	30.82132	22.45585	14.20279	12.53889	16.65886	2.588831	2.662535	2.668822	1.790658	4.155407	8.685622	7.406955	3.643347	0.9892379	4.76666	1.941866	1.506134	0.5680813	1.304156	1.407908	1.154537
8/20/16 18:00	96	39.48012	32.85829	33.77604	36.47547	51.99648	54.49172	48.1413	46.19604	51.89151	59.98886	79.81134	58.61695	42.86429	43.27972	47.36424	45.55281	6.922178	4.811905	5.952559	5.79769	9.239333	12.49468	14.52261	15.15106	5.367761	15.48616	16.84461	11.53515	2.241034	5.214135	8.598444	7.927994	32.92744	25.02743	24.78206	33.00274	42.85305	32.01184	36.80696	34.10215	38.29955	51.12616	44.20657	41.49797	22.73927	23.26964	30.43387	23.57302	4.031968	4.786693	2.504766	2.604719	8.92041	8.330086	18.45159	5.738906	6.115025	11.96943	6.847369	3.798491	1.755982	1.534386	1.842948	2.757999	19.22096	12.86106	11.43119	12.71407	22.5029	11.14598	25.92499	22.27605	28.11636	36.37689	25.83651	28.12851	20.81205	13.56481	10.87374	15.50557	2.163185	2.296502	2.177277	1.742097	3.58104	6.505372	5.554474	2.527631	0.9108366	4.203622	1.349538	1.766758	0.5354774	0.8607563	0.928451	0.9987704
8/20/16 20:00	98	41.67219	35.67494	36.62548	38.9488	52.7071	56.10763	49.30551	47.55069	53.76719	60.5463	79.89605	60.09172	43.75634	44.8943	49.40754	47.30196	7.795369	5.078952	6.596002	7.273708	9.736267	14.44835	17.6957	16.00347	5.917052	17.11014	18.87704	12.30106	2.75489	5.789815	8.999365	8.186269	35.91858	27.14246	26.47049	35.83645	44.25363	34.32167	36.6476	35.7907	41.1316	52.96675	45.27741	40.67171	23.89982	26.53183	33.54498	26.4602	5.345035	5.498244	2.930897	2.679322	10.11287	9.640663	24.65468	6.219606	6.632128	12.88123	7.635735	4.09759	2.227219	1.603876	2.451232	2.316119	22.06938	14.13606	13.17611	15.0918	25.3482	11.14431	27.54138	24.1101	29.15962	39.93632	26.52216	29.25654	21.75867	13.64314	11.80544	16.33731	2.211262	2.430233	2.431407	1.559599	3.819422	7.82148	5.890113	2.579782	1.198124	4.811975	1.549928	1.587851	0.5100574	1.297662	0.9431641	1.272311
